ranking,waku,umaban,bamei,bamei_url,sexage,handicap,jockey,jockey_url,racetime,difference,popular,odds,furlong3,corner_rank,stable,trainer,trainer_url,weight,weight_change,race_id
4,7,14,ナリノクリスティー,https://db.netkeiba.com/horse/2017105286,牝4,55.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:52.8,2.1/2,8,15.5,39.6,3-3-2-3,美浦,上原,https://db.netkeiba.com/trainer/00423/,464,+10,202106040807
5,8,15,アオイシチフク,https://db.netkeiba.com/horse/2018102987,牝3,53.0,大野,https://db.netkeiba.com/jockey/01096/,1:53.0,1.1/2,6,12.6,39.7,4-3-4-3,美浦,中舘,https://db.netkeiba.com/trainer/01153/,482,+2,202106040807
6,6,11,クロフネミッション,https://db.netkeiba.com/horse/2018104695,牝3,53.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:53.1,クビ,3,12.0,39.6,5-5-5-5,美浦,新開,https://db.netkeiba.com/trainer/01116/,534,+4,202106040807
7,5,9,エヌワイパフューム,https://db.netkeiba.com/horse/2016104330,牝5,55.0,横山和,https://db.netkeiba.com/jockey/01140/,1:53.3,1.1/4,15,121.3,39.2,10-9-11-10,美浦,伊坂,https://db.netkeiba.com/trainer/01177/,540,+18,202106040807
8,5,10,エアーレジーナ,https://db.netkeiba.com/horse/2018105473,牝3,51.0,△秋山稔,https://db.netkeiba.com/jockey/01181/,1:53.4,3/4,7,15.5,39.3,13-13-11-11,美浦,和田雄,https://db.netkeiba.com/trainer/01143/,486,+12,202106040807
9,2,3,アルコディオーサ,https://db.netkeiba.com/horse/2018103809,牝3,53.0,津村,https://db.netkeiba.com/jockey/01092/,1:53.6,1.1/4,5,12.1,39.9,11-11-8-9,美浦,手塚,https://db.netkeiba.com/trainer/01038/,460,+2,202106040807
10,6,12,アイソウザスター,https://db.netkeiba.com/horse/2018103319,牝3,50.0,▲小林凌,https://db.netkeiba.com/jockey/01177/,1:53.6,ハナ,4,12.1,40.4,2-2-2-2,美浦,小笠,https://db.netkeiba.com/trainer/01076/,490,-2,202106040807
11,7,13,エスシーヴィオラ,https://db.netkeiba.com/horse/2018103248,牝3,53.0,丸山,https://db.netkeiba.com/jockey/01127/,1:53.8,1,2,3.6,40.4,8-9-5-7,美浦,宗像,https://db.netkeiba.com/trainer/00420/,482,+6,202106040807
12,3,5,フミチャン,https://db.netkeiba.com/horse/2018105819,牝3,51.0,◇藤田菜,https://db.netkeiba.com/jockey/01164/,1:53.9,1,12,47.8,39.7,12-12-11-11,美浦,鹿戸,https://db.netkeiba.com/trainer/01097/,476,+4,202106040807
13,4,7,ネオヴィットーリア,https://db.netkeiba.com/horse/2014102558,牝7,55.0,丹内,https://db.netkeiba.com/jockey/01091/,1:54.3,2,11,45.0,39.8,14-13-14-14,美浦,古賀史,https://db.netkeiba.com/trainer/00392/,474,+16,202106040807
14,3,6,マベルロンジュ,https://db.netkeiba.com/horse/2017100389,牝4,55.0,石川,https://db.netkeiba.com/jockey/01150/,1:54.6,2,16,190.4,39.1,15-15-15-15,美浦,水野,https://db.netkeiba.com/trainer/01094/,476,+20,202106040807
15,2,4,スティルライフ,https://db.netkeiba.com/horse/2018104207,牝3,53.0,丸田,https://db.netkeiba.com/jockey/01117/,1:54.7,1/2,9,30.2,38.7,16-16-16-16,美浦,黒岩,https://db.netkeiba.com/trainer/01133/,468,+4,202106040807
16,8,16,ミツカネラクリス,https://db.netkeiba.com/horse/2016103674,牝5,52.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:55.3,3.1/2,13,64.0,41.3,7-7-10-11,美浦,田島,https://db.netkeiba.com/trainer/01112/,490,+12,202106040807
1,5,8,ニシノライトニング,https://db.netkeiba.com/horse/2018102292,牡3,55.0,野中,https://db.netkeiba.com/jockey/01158/,1:11.5,,6,10.6,35.6,10-7,美浦,根本,https://db.netkeiba.com/trainer/01029/,494,-2,202106040808
2,2,3,フェスティヴノンノ,https://db.netkeiba.com/horse/2018102211,牝3,50.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:11.6,1/2,7,16.8,36.1,7-5,美浦,天間,https://db.netkeiba.com/trainer/01090/,462,-2,202106040808
3,1,1,レゴリス,https://db.netkeiba.com/horse/2016101450,セ5,57.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:11.6,ハナ,4,7.6,36.4,3-5,美浦,辻,https://db.netkeiba.com/trainer/01182/,482,+4,202106040808
4,7,12,スラップショット,https://db.netkeiba.com/horse/2018103812,牡3,55.0,大野,https://db.netkeiba.com/jockey/01096/,1:11.9,1.3/4,1,2.7,36.8,3-3,美浦,大竹,https://db.netkeiba.com/trainer/01102/,500,+2,202106040808
5,8,15,グランミューク,https://db.netkeiba.com/horse/2016102790,牡5,54.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,1:12.0,1,8,46.2,37.1,1-1,美浦,堀井,https://db.netkeiba.com/trainer/00436/,476,-8,202106040808
6,3,4,アドマイヤレビン,https://db.netkeiba.com/horse/2018105333,牡3,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:12.3,2,2,4.5,36.7,7-7,美浦,加藤征,https://db.netkeiba.com/trainer/01059/,486,-2,202106040808
7,4,6,ナーラック,https://db.netkeiba.com/horse/2017106491,牝4,54.0,☆木幡育,https://db.netkeiba.com/jockey/01167/,1:12.4,クビ,10,63.2,37.2,3-3,美浦,柄崎,https://db.netkeiba.com/trainer/00380/,462,+14,202106040808
8,5,9,スマイルアモーレ,https://db.netkeiba.com/horse/2018105992,牝3,53.0,横山和,https://db.netkeiba.com/jockey/01140/,1:12.4,クビ,3,5.2,36.3,11-10,美浦,加藤士,https://db.netkeiba.com/trainer/01169/,448,-8,202106040808
9,2,2,ヨシオドライヴ,https://db.netkeiba.com/horse/2017100553,牡4,57.0,江田照,https://db.netkeiba.com/jockey/00689/,1:12.5,3/4,9,61.2,35.9,13-12,美浦,清水英,https://db.netkeiba.com/trainer/01080/,494,-2,202106040808
10,8,14,ベルポート,https://db.netkeiba.com/horse/2016105215,牝5,55.0,菊沢,https://db.netkeiba.com/jockey/01161/,1:12.6,1/2,14,164.9,35.8,14-14,美浦,勢司,https://db.netkeiba.com/trainer/01047/,460,+2,202106040808
11,7,13,アイアンゾーン,https://db.netkeiba.com/horse/2016101324,牝5,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:12.8,1.1/4,13,125.8,37.1,9-11,美浦,南田,https://db.netkeiba.com/trainer/00437/,460,0,202106040808
12,4,7,マリノリヴィエール,https://db.netkeiba.com/horse/2016102949,牝5,55.0,丸田,https://db.netkeiba.com/jockey/01117/,1:13.0,3/4,12,108.4,35.9,15-15,美浦,本間,https://db.netkeiba.com/trainer/01056/,468,+6,202106040808
13,6,11,カテドラルロック,https://db.netkeiba.com/horse/2017105833,牝4,53.0,△秋山稔,https://db.netkeiba.com/jockey/01181/,1:13.0,ハナ,15,182.6,37.6,6-7,美浦,石毛,https://db.netkeiba.com/trainer/00428/,434,+2,202106040808
14,3,5,ショウナンバービー,https://db.netkeiba.com/horse/2017100969,牝4,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:13.0,ハナ,5,10.1,38.1,2-2,美浦,田中剛,https://db.netkeiba.com/trainer/01119/,504,+6,202106040808
15,6,10,ウインプロスト,https://db.netkeiba.com/horse/2018101631,牡3,55.0,丹内,https://db.netkeiba.com/jockey/01091/,1:13.4,2.1/2,11,90.9,37.3,11-12,美浦,清水英,https://db.netkeiba.com/trainer/01080/,468,+4,202106040808
1,7,8,ラーグルフ,https://db.netkeiba.com/horse/2019101782,牡2,55.0,丸田,https://db.netkeiba.com/jockey/01117/,2:00.9,,4,11.3,35.1,7-7-7-5,美浦,宗像,https://db.netkeiba.com/trainer/00420/,482,-2,202106040809
2,2,2,グランドライン,https://db.netkeiba.com/horse/2019100861,牡2,55.0,三浦,https://db.netkeiba.com/jockey/01122/,2:00.9,クビ,5,17.0,35.4,5-5-3-2,美浦,高木,https://db.netkeiba.com/trainer/01088/,518,-2,202106040809
3,3,3,ミッキーブンブン,https://db.netkeiba.com/horse/2019104491,牡2,55.0,横山典,https://db.netkeiba.com/jockey/00660/,2:01.0,クビ,2,3.4,35.4,8-8-4-3,美浦,菊沢,https://db.netkeiba.com/trainer/01115/,492,+16,202106040809
4,8,10,ドグマ,https://db.netkeiba.com/horse/2019102522,牡2,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,2:01.2,1.1/2,1,2.4,35.9,2-2-2-1,栗東,武幸,https://db.netkeiba.com/trainer/01160/,478,0,202106040809
5,1,1,コナブラック,https://db.netkeiba.com/horse/2019105191,牡2,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,2:01.5,1.3/4,3,4.9,35.6,5-5-8-8,栗東,清水久,https://db.netkeiba.com/trainer/01110/,506,+8,202106040809
6,7,7,マイネルアルザス,https://db.netkeiba.com/horse/2019100804,牡2,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,2:01.5,アタマ,8,29.1,35.9,3-3-4-3,美浦,菊川,https://db.netkeiba.com/trainer/01052/,460,+2,202106040809
7,8,9,トーセンクレセント,https://db.netkeiba.com/horse/2019104426,牡2,55.0,木幡初,https://db.netkeiba.com/jockey/01153/,2:01.9,2.1/2,7,25.7,36.3,4-3-4-5,美浦,武市,https://db.netkeiba.com/trainer/01089/,480,+12,202106040809
8,4,4,ビヨンドザファザー,https://db.netkeiba.com/horse/2019101613,牡2,55.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,2:02.3,2.1/2,6,17.8,36.4,10-9-8-9,栗東,藤岡,https://db.netkeiba.com/trainer/01062/,516,0,202106040809
9,6,6,サラーラ,https://db.netkeiba.com/horse/2019104136,牝2,54.0,杉原,https://db.netkeiba.com/jockey/01135/,2:02.4,1/2,10,336.6,36.3,9-9-10-10,美浦,伊藤大,https://db.netkeiba.com/trainer/01109/,416,0,202106040809
10,5,5,エルパソ,https://db.netkeiba.com/horse/2019101267,牡2,55.0,横山和,https://db.netkeiba.com/jockey/01140/,2:03.5,7,9,86.7,38.2,1-1-1-5,美浦,武井,https://db.netkeiba.com/trainer/01147/,458,+4,202106040809
1,2,4,サトノファビュラス,https://db.netkeiba.com/horse/2017100367,牝4,55.0,丸田,https://db.netkeiba.com/jockey/01117/,1:08.4,,6,13.8,33.8,2-2,美浦,宗像,https://db.netkeiba.com/trainer/00420/,426,-10,202106040810
2,1,1,コスモアンジュ,https://db.netkeiba.com/horse/2017101248,牝4,55.0,柴田大,https://db.netkeiba.com/jockey/01009/,1:08.5,クビ,12,36.5,34.2,1-1,美浦,武藤,https://db.netkeiba.com/trainer/01064/,484,+8,202106040810
3,4,8,プレシオーソ,https://db.netkeiba.com/horse/2017104092,牡4,57.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:08.5,クビ,1,3.6,33.6,4-4,栗東,清水久,https://db.netkeiba.com/trainer/01110/,486,+4,202106040810
4,1,2,メインターゲット,https://db.netkeiba.com/horse/2018104731,牝3,53.0,横山武,https://db.netkeiba.com/jockey/01170/,1:08.6,クビ,3,6.6,33.7,4-4,美浦,杉浦,https://db.netkeiba.com/trainer/01008/,494,-4,202106040810
5,3,6,ユキノファラオ,https://db.netkeiba.com/horse/2018104347,牡3,55.0,横山典,https://db.netkeiba.com/jockey/00660/,1:08.7,3/4,2,4.9,33.1,13-11,美浦,石毛,https://db.netkeiba.com/trainer/00428/,484,-12,202106040810
6,3,5,ヤマニンプレシオサ,https://db.netkeiba.com/horse/2017103123,牝4,55.0,津村,https://db.netkeiba.com/jockey/01092/,1:08.7,クビ,7,15.0,33.5,8-7,美浦,辻,https://db.netkeiba.com/trainer/01182/,474,+2,202106040810
7,5,9,オジョーノキセキ,https://db.netkeiba.com/horse/2015101480,牝6,55.0,三浦,https://db.netkeiba.com/jockey/01122/,1:08.7,クビ,8,16.2,33.3,11-11,美浦,伊藤大,https://db.netkeiba.com/trainer/01109/,516,+8,202106040810
8,6,11,トンボイ,https://db.netkeiba.com/horse/2015103673,牝6,55.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:09.0,1.1/2,10,21.6,34.3,3-2,栗東,西園,https://db.netkeiba.com/trainer/01028/,450,-2,202106040810
9,2,3,グリンデルヴァルト,https://db.netkeiba.com/horse/2017102634,牝4,55.0,Ｍデム,https://db.netkeiba.com/jockey/05212/,1:09.1,1/2,5,9.4,33.4,14-14,栗東,杉山佳,https://db.netkeiba.com/trainer/01178/,454,-6,202106040810
10,7,13,カフェアヴニール,https://db.netkeiba.com/horse/2018102845,牡3,55.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:09.1,ハナ,9,18.9,34.2,4-7,美浦,中舘,https://db.netkeiba.com/trainer/01153/,464,-8,202106040810
11,4,7,ヴィクトワールメイ,https://db.netkeiba.com/horse/2016101180,牝5,55.0,大野,https://db.netkeiba.com/jockey/01096/,1:09.1,クビ,11,31.8,33.9,8-7,美浦,萱野,https://db.netkeiba.com/trainer/01024/,464,+8,202106040810
12,7,14,グロリユーノワール,https://db.netkeiba.com/horse/2018101640,牝3,53.0,野中,https://db.netkeiba.com/jockey/01158/,1:09.2,クビ,14,82.0,33.4,14-14,美浦,清水英,https://db.netkeiba.com/trainer/01080/,442,+4,202106040810
13,8,15,ドクターデューン,https://db.netkeiba.com/horse/2015100043,牝6,55.0,菊沢,https://db.netkeiba.com/jockey/01161/,1:09.4,1.1/4,13,57.8,33.9,11-11,美浦,菊沢,https://db.netkeiba.com/trainer/01115/,492,+12,202106040810
14,8,16,ガリレイ,https://db.netkeiba.com/horse/2017102809,セ4,57.0,横山和,https://db.netkeiba.com/jockey/01140/,1:09.4,アタマ,4,8.6,34.5,4-4,栗東,高橋亮,https://db.netkeiba.com/trainer/01136/,490,-2,202106040810
15,6,12,ウインオルビット,https://db.netkeiba.com/horse/2015105120,牡6,57.0,黛,https://db.netkeiba.com/jockey/01109/,1:09.6,1.1/4,16,208.9,34.5,8-7,美浦,青木,https://db.netkeiba.com/trainer/01156/,496,0,202106040810
16,5,10,クリッパー,https://db.netkeiba.com/horse/2015104752,牝6,55.0,木幡育,https://db.netkeiba.com/jockey/01167/,1:10.5,5,15,130.9,33.7,16-16,美浦,高橋文,https://db.netkeiba.com/trainer/01134/,496,-4,202106040810
1,4,4,レッドフラヴィア,https://db.netkeiba.com/horse/2017105640,牝4,53.0,津村,https://db.netkeiba.com/jockey/01092/,1:34.3,,5,11.2,34.3,3-4-3,栗東,平田,https://db.netkeiba.com/trainer/01082/,518,+4,202106040811
2,8,12,アールクインダム,https://db.netkeiba.com/horse/2017100511,牝4,52.0,大野,https://db.netkeiba.com/jockey/01096/,1:34.4,1/2,6,14.0,34.6,2-2-2,美浦,伊藤大,https://db.netkeiba.com/trainer/01109/,478,+2,202106040811
3,5,6,オパールシャルム,https://db.netkeiba.com/horse/2017100381,牝4,52.0,江田照,https://db.netkeiba.com/jockey/00689/,1:34.4,クビ,8,15.9,34.7,1-1-1,美浦,武藤,https://db.netkeiba.com/trainer/01064/,480,0,202106040811
3,7,11,インテンスライト,https://db.netkeiba.com/horse/2016100151,牡5,54.0,菊沢,https://db.netkeiba.com/jockey/01161/,1:34.4,クビ,4,7.6,34.3,5-6-3,美浦,菊沢,https://db.netkeiba.com/trainer/01115/,498,+4,202106040811
5,4,5,ハイアーグラウンド,https://db.netkeiba.com/horse/2014105391,セ7,54.0,野中,https://db.netkeiba.com/jockey/01158/,1:34.5,3/4,13,53.8,34.2,5-9-7,美浦,大和田,https://db.netkeiba.com/trainer/01124/,520,+6,202106040811
6,1,1,ボーダーオブライフ,https://db.netkeiba.com/horse/2014105492,セ7,53.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:34.6,3/4,10,27.7,34.1,9-11-10,美浦,金成,https://db.netkeiba.com/trainer/01132/,486,+4,202106040811
7,2,2,フォワードアゲン,https://db.netkeiba.com/horse/2017102537,セ4,54.0,柴田善,https://db.netkeiba.com/jockey/00641/,1:34.7,3/4,3,6.3,34.3,5-10-10,美浦,中野,https://db.netkeiba.com/trainer/01010/,434,+14,202106040811
8,6,9,カルリーノ,https://db.netkeiba.com/horse/2016101865,牡5,54.0,石川,https://db.netkeiba.com/jockey/01150/,1:34.8,クビ,7,15.5,34.3,9-11-12,美浦,高橋裕,https://db.netkeiba.com/trainer/00412/,514,0,202106040811
9,3,3,ラインハイト,https://db.netkeiba.com/horse/2017105495,牡4,55.0,ルメー,https://db.netkeiba.com/jockey/05339/,1:34.9,3/4,1,3.7,34.7,8-6-7,栗東,吉岡,https://db.netkeiba.com/trainer/01176/,480,+4,202106040811
10,8,13,シャチ,https://db.netkeiba.com/horse/2017102037,牡4,53.0,原,https://db.netkeiba.com/jockey/01184/,1:34.9,ハナ,12,42.2,34.7,11-6-7,美浦,小桧山,https://db.netkeiba.com/trainer/01005/,464,0,202106040811
11,7,10,ハーモニーマゼラン,https://db.netkeiba.com/horse/2017102838,牡4,56.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:35.1,3/4,2,4.0,35.1,3-4-3,美浦,牧,https://db.netkeiba.com/trainer/01106/,526,-2,202106040811
12,5,7,シャワークライム,https://db.netkeiba.com/horse/2016105247,牝5,52.0,丸山,https://db.netkeiba.com/jockey/01127/,1:35.3,1.1/4,11,32.9,34.6,13-13-13,美浦,田中剛,https://db.netkeiba.com/trainer/01119/,464,+2,202106040811
13,6,8,ミエノウインウイン,https://db.netkeiba.com/horse/2015104300,セ6,54.0,横山和,https://db.netkeiba.com/jockey/01140/,1:36.2,5,9,21.7,36.4,12-2-3,栗東,高橋亮,https://db.netkeiba.com/trainer/01136/,488,+8,202106040811
1,6,11,フォレブルート,https://db.netkeiba.com/horse/2016104605,牝5,55.0,横山和,https://db.netkeiba.com/jockey/01140/,1:10.9,,8,13.1,36.7,2-2,栗東,安田隆,https://db.netkeiba.com/trainer/00438/,452,+6,202106040812
2,8,16,カンタベリーマッハ,https://db.netkeiba.com/horse/2018104308,牡3,55.0,木幡巧,https://db.netkeiba.com/jockey/01162/,1:11.0,クビ,4,7.9,36.7,3-3,美浦,鈴木慎,https://db.netkeiba.com/trainer/01179/,498,0,202106040812
3,2,4,スズカユース,https://db.netkeiba.com/horse/2016105718,牝5,55.0,黛,https://db.netkeiba.com/jockey/01109/,1:11.2,1.1/4,15,90.2,36.2,12-11,美浦,柄崎,https://db.netkeiba.com/trainer/00380/,448,-2,202106040812
4,6,12,トモジャドット,https://db.netkeiba.com/horse/2016100630,牡5,57.0,菅原明,https://db.netkeiba.com/jockey/01179/,1:11.3,3/4,6,10.4,37.0,3-3,美浦,小笠,https://db.netkeiba.com/trainer/01076/,530,-4,202106040812
5,3,6,シセイタケル,https://db.netkeiba.com/horse/2015102018,牡6,57.0,石橋脩,https://db.netkeiba.com/jockey/01077/,1:11.3,ハナ,12,39.8,35.8,16-16,美浦,高橋文,https://db.netkeiba.com/trainer/01134/,488,+16,202106040812
6,1,2,ラストサムライ,https://db.netkeiba.com/horse/2018106541,牡3,55.0,戸崎圭,https://db.netkeiba.com/jockey/05386/,1:11.4,3/4,3,7.5,36.7,8-6,美浦,栗田,https://db.netkeiba.com/trainer/01127/,466,-6,202106040812
7,7,14,デルマカミカゼ,https://db.netkeiba.com/horse/2015101903,牡6,57.0,石川,https://db.netkeiba.com/jockey/01150/,1:11.6,3/4,9,14.6,36.3,15-13,栗東,畑端,https://db.netkeiba.com/trainer/01188/,470,-6,202106040812
8,8,15,オンリーワンスター,https://db.netkeiba.com/horse/2013103792,牝8,55.0,和田翼,https://db.netkeiba.com/jockey/01146/,1:11.7,1/2,10,35.8,36.5,14-13,栗東,渡辺,https://db.netkeiba.com/trainer/01155/,462,-2,202106040812
9,2,3,レイテントロアー,https://db.netkeiba.com/horse/2017100524,牡4,57.0,嘉藤,https://db.netkeiba.com/jockey/01051/,1:11.8,1/2,5,9.7,37.1,8-9,美浦,田中清,https://db.netkeiba.com/trainer/00408/,472,0,202106040812
10,4,8,レッドランサー,https://db.netkeiba.com/horse/2015102211,牡6,57.0,横山武,https://db.netkeiba.com/jockey/01170/,1:11.8,アタマ,1,3.4,37.0,11-11,栗東,中内田,https://db.netkeiba.com/trainer/01137/,468,+2,202106040812
11,5,9,ジェセニア,https://db.netkeiba.com/horse/2018103725,牝3,50.0,▲永野,https://db.netkeiba.com/jockey/01188/,1:11.9,3/4,2,6.8,37.3,6-6,美浦,伊藤圭,https://db.netkeiba.com/trainer/01023/,478,+12,202106040812
12,1,1,マリアルージュ,https://db.netkeiba.com/horse/2016106438,牝5,53.0,◇藤田菜,https://db.netkeiba.com/jockey/01164/,1:11.9,ハナ,14,76.2,37.9,1-1,美浦,畠山,https://db.netkeiba.com/trainer/01048/,474,+8,202106040812
13,4,7,クロノフルール,https://db.netkeiba.com/horse/2018102464,牝3,53.0,三浦,https://db.netkeiba.com/jockey/01122/,1:12.0,1/2,7,12.9,37.5,6-6,美浦,高柳瑞,https://db.netkeiba.com/trainer/01118/,498,+10,202106040812
14,7,13,ケイアイマリブ,https://db.netkeiba.com/horse/2015100547,牡6,54.0,▲小林凌,https://db.netkeiba.com/jockey/01177/,1:12.1,1/2,13,47.5,37.4,8-9,美浦,和田郎,https://db.netkeiba.com/trainer/01114/,494,+6,202106040812
15,5,10,ナムラブル,https://db.netkeiba.com/horse/2016101485,牡5,57.0,丸田,https://db.netkeiba.com/jockey/01117/,1:12.5,2.1/2,11,38.2,37.5,12-13,美浦,石栗,https://db.netkeiba.com/trainer/01043/,482,0,202106040812
16,3,5,クリスタルアワード,https://db.netkeiba.com/horse/2016105531,牝5,52.0,▲小林脩,https://db.netkeiba.com/jockey/01183/,1:13.1,4,16,121.1,38.7,5-5,美浦,稲垣,https://db.netkeiba.com/trainer/01167/,452,0,202106040812
1,5,8,ヤマイチエスポ,https://db.netkeiba.com/horse/2019100288,牝2,54.0,岩田望,https://db.netkeiba.com/jockey/01174/,1:26.9,,5,9.7,39.2,5-5,栗東,中尾,https://db.netkeiba.com/trainer/01069/,464,-2,202107050801
2,7,12,コパノリンダ,https://db.netkeiba.com/horse/2019101000,牝2,51.0,▲西谷凜,https://db.netkeiba.com/jockey/01189/,1:27.1,1.1/4,4,7.0,39.1,6-5,栗東,梅田,https://db.netkeiba.com/trainer/01084/,444,+2,202107050801
3,4,5,ミギーフェイス,https://db.netkeiba.com/horse/2019106807,牝2,54.0,松山,https://db.netkeiba.com/jockey/01126/,1:27.1,クビ,3,5.4,39.9,2-2,栗東,新谷,https://db.netkeiba.com/trainer/01172/,500,+10,202107050801
4,8,13,ハルキファイト,https://db.netkeiba.com/horse/2019102735,牝2,53.0,☆亀田,https://db.netkeiba.com/jockey/01176/,1:27.7,3.1/2,11,98.1,38.3,13-13,栗東,浅見,https://db.netkeiba.com/trainer/00411/,464,0,202107050801
5,1,1,スピンオフ,https://db.netkeiba.com/horse/2019104535,牝2,54.0,福永,https://db.netkeiba.com/jockey/01014/,1:27.9,3/4,1,3.4,40.5,3-3,栗東,小崎,https://db.netkeiba.com/trainer/01085/,468,0,202107050801
6,8,14,トーホウパラダイス,https://db.netkeiba.com/horse/2019103242,牝2,54.0,鮫島駿,https://db.netkeiba.com/jockey/01157/,1:28.5,3.1/2,10,95.2,40.3,8-8,栗東,石坂,https://db.netkeiba.com/trainer/01166/,484,-14,202107050801
7,4,6,スローテキーラ,https://db.netkeiba.com/horse/2019104964,牝2,51.0,▲松本,https://db.netkeiba.com/jockey/01191/,1:28.5,クビ,6,10.5,41.1,3-3,栗東,杉山佳,https://db.netkeiba.com/trainer/01178/,446,0,202107050801
8,3,3,ミーナティエルナ,https://db.netkeiba.com/horse/2019103769,牝2,51.0,▲角田,https://db.netkeiba.com/jockey/01186/,1:28.5,ハナ,7,12.0,40.4,8-8,栗東,寺島,https://db.netkeiba.com/trainer/01158/,430,0,202107050801
9,2,2,スキューマパーラ,https://db.netkeiba.com/horse/2019102598,牝2,53.0,☆富田,https://db.netkeiba.com/jockey/01168/,1:28.5,アタマ,9,68.1,40.1,10-10,栗東,長谷川,https://db.netkeiba.com/trainer/01173/,420,0,202107050801
10,6,9,セリノーフォス,https://db.netkeiba.com/horse/2019104772,牝2,53.0,☆泉谷,https://db.netkeiba.com/jockey/01182/,1:28.7,1,2,5.1,41.5,1-1,栗東,本田,https://db.netkeiba.com/trainer/01099/,448,0,202107050801
11,6,10,ニホンピロクレール,https://db.netkeiba.com/horse/2019106087,牝2,54.0,小牧,https://db.netkeiba.com/jockey/00894/,1:28.7,クビ,8,28.7,40.8,6-7,栗東,服部,https://db.netkeiba.com/trainer/01040/,458,-4,202107050801
12,7,11,アンドレア,https://db.netkeiba.com/horse/2019106222,牝2,54.0,中井,https://db.netkeiba.com/jockey/01141/,1:29.8,7,14,196.8,41.2,12-12,栗東,茶木,https://db.netkeiba.com/trainer/01181/,450,+2,202107050801
13,5,7,ゴッドレイジング,https://db.netkeiba.com/horse/2019103279,牝2,51.0,▲小沢,https://db.netkeiba.com/jockey/01185/,1:29.9,1/2,12,128.0,39.7,14-14,栗東,小崎,https://db.netkeiba.com/trainer/01085/,480,+4,202107050801
14,3,4,クリノハニー,https://db.netkeiba.com/horse/2019102171,牝2,54.0,小崎,https://db.netkeiba.com/jockey/01152/,1:31.0,7,13,155.1,42.5,10-11,栗東,渡辺,https://db.netkeiba.com/trainer/01155/,442,+4,202107050801
1,2,2,ダンテスヴュー,https://db.netkeiba.com/horse/2019106933,牡2,55.0,川田,https://db.netkeiba.com/jockey/01088/,2:00.9,,1,1.4,35.8,3-3-4-4,栗東,友道,https://db.netkeiba.com/trainer/01061/,458,-2,202107050802
2,8,8,ダノンピーカブー,https://db.netkeiba.com/horse/2019104769,牡2,55.0,岩田望,https://db.netkeiba.com/jockey/01174/,2:01.3,2.1/2,4,11.0,36.0,5-5-5-6,栗東,大久保,https://db.netkeiba.com/trainer/01058/,466,+8,202107050802
3,1,1,スズノマーベリック,https://db.netkeiba.com/horse/2019102496,牡2,55.0,福永,https://db.netkeiba.com/jockey/01014/,2:01.5,1.1/2,3,6.9,36.3,5-5-5-5,栗東,石坂,https://db.netkeiba.com/trainer/01166/,466,-16,202107050802
